,RGIId,Farinotti Mean Thickness
55036,RGI60-04.01919,
55037,RGI60-04.01920,
55038,RGI60-04.01921,
55039,RGI60-04.01922,
55040,RGI60-04.01923,
55041,RGI60-04.01924,
55042,RGI60-04.01925,
55043,RGI60-04.01926,
55044,RGI60-04.01927,
55045,RGI60-04.01928,
55046,RGI60-04.01929,
55047,RGI60-04.01930,
55048,RGI60-04.01931,
55049,RGI60-04.01932,
55050,RGI60-04.01933,
55051,RGI60-04.01934,
55052,RGI60-04.01935,
55053,RGI60-04.01936,
55054,RGI60-04.01937,
55055,RGI60-04.01938,
55056,RGI60-04.01939,
55057,RGI60-04.01940,
55058,RGI60-04.01941,
55059,RGI60-04.01942,
55060,RGI60-04.01943,
55061,RGI60-04.01944,
55062,RGI60-04.01945,
55063,RGI60-04.01946,
55064,RGI60-04.01947,
55065,RGI60-04.01948,
55066,RGI60-04.01949,
55067,RGI60-04.01950,
55068,RGI60-04.01951,
55069,RGI60-04.01952,
55070,RGI60-04.01953,
55071,RGI60-04.01954,
55072,RGI60-04.01955,
55073,RGI60-04.01956,
55074,RGI60-04.01957,
55075,RGI60-04.01958,
55076,RGI60-04.01959,
55077,RGI60-04.01960,
55078,RGI60-04.01961,
55079,RGI60-04.01962,
55080,RGI60-04.01963,
55081,RGI60-04.01964,
55082,RGI60-04.01965,
55083,RGI60-04.01966,
55084,RGI60-04.01967,
55085,RGI60-04.01968,
55086,RGI60-04.01969,
55087,RGI60-04.01970,
55088,RGI60-04.01971,
55089,RGI60-04.01972,
55090,RGI60-04.01973,
55091,RGI60-04.01974,
55092,RGI60-04.01975,
55093,RGI60-04.01976,
55094,RGI60-04.01977,
55095,RGI60-04.01978,
55096,RGI60-04.01979,
55097,RGI60-04.01980,
55098,RGI60-04.01981,
55099,RGI60-04.01982,
55100,RGI60-04.01983,
55101,RGI60-04.01984,
55102,RGI60-04.01985,
55103,RGI60-04.01986,
55104,RGI60-04.01987,
55105,RGI60-04.01988,
55106,RGI60-04.01989,
55107,RGI60-04.01990,
55108,RGI60-04.01991,
55109,RGI60-04.01992,
55110,RGI60-04.01993,
55111,RGI60-04.01994,
55112,RGI60-04.01995,
55113,RGI60-04.01996,
55114,RGI60-04.01997,
55115,RGI60-04.01998,
55116,RGI60-04.01999,
55117,RGI60-04.02000,
55118,RGI60-04.02001,
55119,RGI60-04.02002,
55120,RGI60-04.02003,
55121,RGI60-04.02004,
55122,RGI60-04.02005,
55123,RGI60-04.02006,
55124,RGI60-04.02007,
55125,RGI60-04.02008,
55126,RGI60-04.02009,
55127,RGI60-04.02010,
55128,RGI60-04.02011,
55129,RGI60-04.02012,
55130,RGI60-04.02013,
55131,RGI60-04.02014,
55132,RGI60-04.02015,
55133,RGI60-04.02016,
55134,RGI60-04.02017,
55135,RGI60-04.02018,
55136,RGI60-04.02019,
55137,RGI60-04.02020,
55138,RGI60-04.02021,
55139,RGI60-04.02022,
55140,RGI60-04.02023,
55141,RGI60-04.02024,
55142,RGI60-04.02025,
55143,RGI60-04.02026,
55144,RGI60-04.02027,
55145,RGI60-04.02028,
55146,RGI60-04.02029,
55147,RGI60-04.02030,
55148,RGI60-04.02031,
55149,RGI60-04.02032,
55150,RGI60-04.02033,
55151,RGI60-04.02034,
55152,RGI60-04.02035,
55153,RGI60-04.02036,
55154,RGI60-04.02037,
55155,RGI60-04.02038,
55156,RGI60-04.02039,
55157,RGI60-04.02040,
55158,RGI60-04.02041,
55159,RGI60-04.02042,
55160,RGI60-04.02043,
55161,RGI60-04.02044,
55162,RGI60-04.02045,
55163,RGI60-04.02046,
55164,RGI60-04.02047,
55165,RGI60-04.02048,
55166,RGI60-04.02049,
55167,RGI60-04.02050,
55168,RGI60-04.02051,
55169,RGI60-04.02052,
55170,RGI60-04.02053,
55171,RGI60-04.02054,
55172,RGI60-04.02055,
55173,RGI60-04.02056,
55174,RGI60-04.02057,
55175,RGI60-04.02058,
55176,RGI60-04.02059,
55177,RGI60-04.02060,
55178,RGI60-04.02061,
55179,RGI60-04.02062,
55180,RGI60-04.02063,
55181,RGI60-04.02064,
55182,RGI60-04.02065,
55183,RGI60-04.02066,
55184,RGI60-04.02067,
55185,RGI60-04.02068,
55186,RGI60-04.02069,
55187,RGI60-04.02070,
55188,RGI60-04.02071,
55189,RGI60-04.02072,
55190,RGI60-04.02073,
55191,RGI60-04.02074,
55192,RGI60-04.02075,
55193,RGI60-04.02076,
55194,RGI60-04.02077,
55195,RGI60-04.02078,
55196,RGI60-04.02079,
55197,RGI60-04.02080,
55198,RGI60-04.02081,
55199,RGI60-04.02082,
55200,RGI60-04.02083,
55201,RGI60-04.02084,
55202,RGI60-04.02085,
55203,RGI60-04.02086,
55204,RGI60-04.02087,
55205,RGI60-04.02088,
55206,RGI60-04.02089,
55207,RGI60-04.02090,
55208,RGI60-04.02091,
55209,RGI60-04.02092,
55210,RGI60-04.02093,
55211,RGI60-04.02094,
55212,RGI60-04.02095,
55213,RGI60-04.02096,
55214,RGI60-04.02097,
55215,RGI60-04.02098,
55216,RGI60-04.02099,
55217,RGI60-04.02100,
55218,RGI60-04.02101,
55219,RGI60-04.02102,
55220,RGI60-04.02103,
55221,RGI60-04.02104,
55222,RGI60-04.02105,
55223,RGI60-04.02106,
55224,RGI60-04.02107,
55225,RGI60-04.02108,
55226,RGI60-04.02109,
55227,RGI60-04.02110,
55228,RGI60-04.02111,
55229,RGI60-04.02112,
55230,RGI60-04.02113,
55231,RGI60-04.02114,
55232,RGI60-04.02115,
55233,RGI60-04.02116,
55234,RGI60-04.02117,
55235,RGI60-04.02118,
55236,RGI60-04.02119,
55237,RGI60-04.02120,
55238,RGI60-04.02121,
55239,RGI60-04.02122,
55240,RGI60-04.02123,
55241,RGI60-04.02124,
55242,RGI60-04.02125,
55243,RGI60-04.02126,
55244,RGI60-04.02127,
55245,RGI60-04.02128,
55246,RGI60-04.02129,
55247,RGI60-04.02130,
55248,RGI60-04.02131,
55249,RGI60-04.02132,
55250,RGI60-04.02133,
55251,RGI60-04.02134,
55252,RGI60-04.02135,
55253,RGI60-04.02136,
55254,RGI60-04.02137,
55255,RGI60-04.02138,
55256,RGI60-04.02139,
55257,RGI60-04.02140,
55258,RGI60-04.02141,
55259,RGI60-04.02142,
55260,RGI60-04.02143,
55261,RGI60-04.02144,
55262,RGI60-04.02145,
55263,RGI60-04.02146,
55264,RGI60-04.02147,
55265,RGI60-04.02148,
55266,RGI60-04.02149,
55267,RGI60-04.02150,
55268,RGI60-04.02151,
55269,RGI60-04.02152,
55270,RGI60-04.02153,
55271,RGI60-04.02154,
55272,RGI60-04.02155,
55273,RGI60-04.02156,
55274,RGI60-04.02157,
55275,RGI60-04.02158,
55276,RGI60-04.02159,
55277,RGI60-04.02160,
55278,RGI60-04.02161,
55279,RGI60-04.02162,
55280,RGI60-04.02163,
55281,RGI60-04.02164,
55282,RGI60-04.02165,
55283,RGI60-04.02166,
55284,RGI60-04.02167,
55285,RGI60-04.02168,
55286,RGI60-04.02169,
55287,RGI60-04.02170,
55288,RGI60-04.02171,
55289,RGI60-04.02172,
55290,RGI60-04.02173,
55291,RGI60-04.02174,
55292,RGI60-04.02175,
55293,RGI60-04.02176,
55294,RGI60-04.02177,
55295,RGI60-04.02178,
55296,RGI60-04.02179,
55297,RGI60-04.02180,
55298,RGI60-04.02181,
55299,RGI60-04.02182,
55300,RGI60-04.02183,
55301,RGI60-04.02184,
55302,RGI60-04.02185,
55303,RGI60-04.02186,
55304,RGI60-04.02187,
55305,RGI60-04.02188,
55306,RGI60-04.02189,
55307,RGI60-04.02190,
55308,RGI60-04.02191,
55309,RGI60-04.02192,
55310,RGI60-04.02193,
55311,RGI60-04.02194,
55312,RGI60-04.02195,
55313,RGI60-04.02196,
55314,RGI60-04.02197,
55315,RGI60-04.02198,
55316,RGI60-04.02199,
55317,RGI60-04.02200,
55318,RGI60-04.02201,
55319,RGI60-04.02202,
55320,RGI60-04.02203,
55321,RGI60-04.02204,
55322,RGI60-04.02205,
55323,RGI60-04.02206,
55324,RGI60-04.02207,
55325,RGI60-04.02208,
55326,RGI60-04.02209,
55327,RGI60-04.02210,
55328,RGI60-04.02211,
55329,RGI60-04.02212,
55330,RGI60-04.02213,
55331,RGI60-04.02214,
55332,RGI60-04.02215,
55333,RGI60-04.02216,
55334,RGI60-04.02217,
55335,RGI60-04.02218,
55336,RGI60-04.02219,
55337,RGI60-04.02220,
55338,RGI60-04.02221,
55339,RGI60-04.02222,
55340,RGI60-04.02223,
55341,RGI60-04.02224,
55342,RGI60-04.02225,
55343,RGI60-04.02226,
55344,RGI60-04.02227,
55345,RGI60-04.02228,
55346,RGI60-04.02229,
55347,RGI60-04.02230,
55348,RGI60-04.02231,
55349,RGI60-04.02232,
55350,RGI60-04.02233,
55351,RGI60-04.02234,
55352,RGI60-04.02235,
55353,RGI60-04.02236,
55354,RGI60-04.02237,
55355,RGI60-04.02238,
55356,RGI60-04.02239,
55357,RGI60-04.02240,
55358,RGI60-04.02241,
55359,RGI60-04.02242,
55360,RGI60-04.02243,
55361,RGI60-04.02244,
55362,RGI60-04.02245,
55363,RGI60-04.02246,
55364,RGI60-04.02247,
55365,RGI60-04.02248,
55366,RGI60-04.02249,
55367,RGI60-04.02250,
55368,RGI60-04.02251,
55369,RGI60-04.02252,
55370,RGI60-04.02253,
55371,RGI60-04.02254,
55372,RGI60-04.02255,
55373,RGI60-04.02256,
55374,RGI60-04.02257,
55375,RGI60-04.02258,
55376,RGI60-04.02259,
55377,RGI60-04.02260,
55378,RGI60-04.02261,
55379,RGI60-04.02262,
55380,RGI60-04.02263,
55381,RGI60-04.02264,
55382,RGI60-04.02265,
55383,RGI60-04.02266,
55384,RGI60-04.02267,
55385,RGI60-04.02268,
55386,RGI60-04.02269,
55387,RGI60-04.02270,
55388,RGI60-04.02271,
55389,RGI60-04.02272,
55390,RGI60-04.02273,
55391,RGI60-04.02274,
55392,RGI60-04.02275,
55393,RGI60-04.02276,
55394,RGI60-04.02277,
55395,RGI60-04.02278,
55396,RGI60-04.02279,
55397,RGI60-04.02280,
55398,RGI60-04.02281,
55399,RGI60-04.02282,
55400,RGI60-04.02283,
55401,RGI60-04.02284,
55402,RGI60-04.02285,
55403,RGI60-04.02286,
55404,RGI60-04.02287,
55405,RGI60-04.02288,
55406,RGI60-04.02289,
55407,RGI60-04.02290,
55408,RGI60-04.02291,
55409,RGI60-04.02292,
55410,RGI60-04.02293,
55411,RGI60-04.02294,
55412,RGI60-04.02295,
55413,RGI60-04.02296,
55414,RGI60-04.02297,
55415,RGI60-04.02298,
55416,RGI60-04.02299,
55417,RGI60-04.02300,
55418,RGI60-04.02301,
55419,RGI60-04.02302,
55420,RGI60-04.02303,
55421,RGI60-04.02304,
55422,RGI60-04.02305,
55423,RGI60-04.02306,
55424,RGI60-04.02307,
55425,RGI60-04.02308,
55426,RGI60-04.02309,
55427,RGI60-04.02310,
55428,RGI60-04.02311,
55429,RGI60-04.02312,
55430,RGI60-04.02313,
55431,RGI60-04.02314,
55432,RGI60-04.02315,
55433,RGI60-04.02316,
55434,RGI60-04.02317,
55435,RGI60-04.02318,
55436,RGI60-04.02319,
55437,RGI60-04.02320,
55438,RGI60-04.02321,
55439,RGI60-04.02322,
55440,RGI60-04.02323,
55441,RGI60-04.02324,
55442,RGI60-04.02325,
55443,RGI60-04.02326,
55444,RGI60-04.02327,
55445,RGI60-04.02328,
55446,RGI60-04.02329,
55447,RGI60-04.02330,
55448,RGI60-04.02331,
55449,RGI60-04.02332,
55450,RGI60-04.02333,
55451,RGI60-04.02334,
55452,RGI60-04.02335,
55453,RGI60-04.02336,
55454,RGI60-04.02337,
55455,RGI60-04.02338,
55456,RGI60-04.02339,
55457,RGI60-04.02340,
55458,RGI60-04.02341,
55459,RGI60-04.02342,
55460,RGI60-04.02343,
55461,RGI60-04.02344,
55462,RGI60-04.02345,
55463,RGI60-04.02346,
55464,RGI60-04.02347,
55465,RGI60-04.02348,
55466,RGI60-04.02349,
55467,RGI60-04.02350,
55468,RGI60-04.02351,
55469,RGI60-04.02352,
55470,RGI60-04.02353,
55471,RGI60-04.02354,
55472,RGI60-04.02355,
55473,RGI60-04.02356,
55474,RGI60-04.02357,
55475,RGI60-04.02358,
55476,RGI60-04.02359,
55477,RGI60-04.02360,
55478,RGI60-04.02361,
55479,RGI60-04.02362,
55480,RGI60-04.02363,
55481,RGI60-04.02364,
55482,RGI60-04.02365,
55483,RGI60-04.02366,
55484,RGI60-04.02367,
55485,RGI60-04.02368,
55486,RGI60-04.02369,
55487,RGI60-04.02370,
55488,RGI60-04.02371,
55489,RGI60-04.02372,
55490,RGI60-04.02373,
55491,RGI60-04.02374,
55492,RGI60-04.02375,
55493,RGI60-04.02376,
55494,RGI60-04.02377,
55495,RGI60-04.02378,
55496,RGI60-04.02379,
55497,RGI60-04.02380,
55498,RGI60-04.02381,
55499,RGI60-04.02382,
55500,RGI60-04.02383,
55501,RGI60-04.02384,
55502,RGI60-04.02385,
55503,RGI60-04.02386,
55504,RGI60-04.02387,
55505,RGI60-04.02388,
55506,RGI60-04.02389,
55507,RGI60-04.02390,
55508,RGI60-04.02391,
55509,RGI60-04.02392,
55510,RGI60-04.02393,
55511,RGI60-04.02394,
55512,RGI60-04.02395,
55513,RGI60-04.02396,
55514,RGI60-04.02397,
55515,RGI60-04.02398,
55516,RGI60-04.02399,
55517,RGI60-04.02400,
55518,RGI60-04.02401,
55519,RGI60-04.02402,
55520,RGI60-04.02403,
55521,RGI60-04.02404,
55522,RGI60-04.02405,
55523,RGI60-04.02406,
55524,RGI60-04.02407,
55525,RGI60-04.02408,
55526,RGI60-04.02409,
55527,RGI60-04.02410,
55528,RGI60-04.02411,
55529,RGI60-04.02412,
55530,RGI60-04.02413,
55531,RGI60-04.02414,
55532,RGI60-04.02415,
55533,RGI60-04.02416,
55534,RGI60-04.02417,
55535,RGI60-04.02418,
55536,RGI60-04.02419,
55537,RGI60-04.02420,
55538,RGI60-04.02421,
55539,RGI60-04.02422,
55540,RGI60-04.02423,
55541,RGI60-04.02424,
55542,RGI60-04.02425,
55543,RGI60-04.02426,
55544,RGI60-04.02427,
55545,RGI60-04.02428,
55546,RGI60-04.02429,
55547,RGI60-04.02430,
55548,RGI60-04.02431,
55549,RGI60-04.02432,
55550,RGI60-04.02433,
55551,RGI60-04.02434,
55552,RGI60-04.02435,
55553,RGI60-04.02436,
55554,RGI60-04.02437,
55555,RGI60-04.02438,
55556,RGI60-04.02439,
55557,RGI60-04.02440,
55558,RGI60-04.02441,
55559,RGI60-04.02442,
55560,RGI60-04.02443,
55561,RGI60-04.02444,
55562,RGI60-04.02445,
55563,RGI60-04.02446,
55564,RGI60-04.02447,
55565,RGI60-04.02448,
55566,RGI60-04.02449,
55567,RGI60-04.02450,
55568,RGI60-04.02451,
55569,RGI60-04.02452,
55570,RGI60-04.02453,
55571,RGI60-04.02454,
55572,RGI60-04.02455,
55573,RGI60-04.02456,
55574,RGI60-04.02457,
55575,RGI60-04.02458,
55576,RGI60-04.02459,
55577,RGI60-04.02460,
55578,RGI60-04.02461,
55579,RGI60-04.02462,
55580,RGI60-04.02463,
55581,RGI60-04.02464,
55582,RGI60-04.02465,
55583,RGI60-04.02466,
55584,RGI60-04.02467,
55585,RGI60-04.02468,
55586,RGI60-04.02469,
55587,RGI60-04.02470,
55588,RGI60-04.02471,
55589,RGI60-04.02472,
55590,RGI60-04.02473,
55591,RGI60-04.02474,
55592,RGI60-04.02475,
55593,RGI60-04.02476,
55594,RGI60-04.02477,
55595,RGI60-04.02478,
55596,RGI60-04.02479,
55597,RGI60-04.02480,
55598,RGI60-04.02481,
55599,RGI60-04.02482,
55600,RGI60-04.02483,
55601,RGI60-04.02484,
55602,RGI60-04.02485,
55603,RGI60-04.02486,
55604,RGI60-04.02487,
55605,RGI60-04.02488,
55606,RGI60-04.02489,
55607,RGI60-04.02490,
55608,RGI60-04.02491,
55609,RGI60-04.02492,
55610,RGI60-04.02493,
55611,RGI60-04.02494,
55612,RGI60-04.02495,
55613,RGI60-04.02496,
55614,RGI60-04.02497,
55615,RGI60-04.02498,
55616,RGI60-04.02499,
55617,RGI60-04.02500,
55618,RGI60-04.02501,
55619,RGI60-04.02502,
55620,RGI60-04.02503,
55621,RGI60-04.02504,
55622,RGI60-04.02505,
55623,RGI60-04.02506,
55624,RGI60-04.02507,
55625,RGI60-04.02508,
55626,RGI60-04.02509,
55627,RGI60-04.02510,
55628,RGI60-04.02511,
55629,RGI60-04.02512,
55630,RGI60-04.02513,
55631,RGI60-04.02514,
55632,RGI60-04.02515,
55633,RGI60-04.02516,
55634,RGI60-04.02517,
55635,RGI60-04.02518,
55636,RGI60-04.02519,
55637,RGI60-04.02520,
55638,RGI60-04.02521,
55639,RGI60-04.02522,
55640,RGI60-04.02523,
55641,RGI60-04.02524,
55642,RGI60-04.02525,
55643,RGI60-04.02526,
55644,RGI60-04.02527,
55645,RGI60-04.02528,
55646,RGI60-04.02529,
55647,RGI60-04.02530,
55648,RGI60-04.02531,
55649,RGI60-04.02532,
55650,RGI60-04.02533,
55651,RGI60-04.02534,
55652,RGI60-04.02535,
55653,RGI60-04.02536,
55654,RGI60-04.02537,
55655,RGI60-04.02538,
55656,RGI60-04.02539,
55657,RGI60-04.02540,
55658,RGI60-04.02541,
55659,RGI60-04.02542,
55660,RGI60-04.02543,
55661,RGI60-04.02544,
55662,RGI60-04.02545,
55663,RGI60-04.02546,
55664,RGI60-04.02547,
55665,RGI60-04.02548,
55666,RGI60-04.02549,
55667,RGI60-04.02550,
55668,RGI60-04.02551,
55669,RGI60-04.02552,
55670,RGI60-04.02553,
55671,RGI60-04.02554,
55672,RGI60-04.02555,
55673,RGI60-04.02556,
55674,RGI60-04.02557,
55675,RGI60-04.02558,
55676,RGI60-04.02559,
55677,RGI60-04.02560,
55678,RGI60-04.02561,
55679,RGI60-04.02562,
55680,RGI60-04.02563,
55681,RGI60-04.02564,
55682,RGI60-04.02565,
55683,RGI60-04.02566,
55684,RGI60-04.02567,
55685,RGI60-04.02568,
55686,RGI60-04.02569,
55687,RGI60-04.02570,
55688,RGI60-04.02571,
55689,RGI60-04.02572,
55690,RGI60-04.02573,
55691,RGI60-04.02574,
55692,RGI60-04.02575,
55693,RGI60-04.02576,
55694,RGI60-04.02577,
55695,RGI60-04.02578,
55696,RGI60-04.02579,
55697,RGI60-04.02580,
55698,RGI60-04.02581,
55699,RGI60-04.02582,
55700,RGI60-04.02583,
55701,RGI60-04.02584,
55702,RGI60-04.02585,
55703,RGI60-04.02586,
55704,RGI60-04.02587,
55705,RGI60-04.02588,
55706,RGI60-04.02589,
55707,RGI60-04.02590,
55708,RGI60-04.02591,
55709,RGI60-04.02592,
55710,RGI60-04.02593,
55711,RGI60-04.02594,
55712,RGI60-04.02595,
55713,RGI60-04.02596,
55714,RGI60-04.02597,
55715,RGI60-04.02598,
55716,RGI60-04.02599,
55717,RGI60-04.02600,
55718,RGI60-04.02601,
55719,RGI60-04.02602,
55720,RGI60-04.02603,
55721,RGI60-04.02604,
55722,RGI60-04.02605,
55723,RGI60-04.02606,
55724,RGI60-04.02607,
55725,RGI60-04.02608,
55726,RGI60-04.02609,
55727,RGI60-04.02610,
55728,RGI60-04.02611,
55729,RGI60-04.02612,
55730,RGI60-04.02613,
55731,RGI60-04.02614,
55732,RGI60-04.02615,
55733,RGI60-04.02616,
55734,RGI60-04.02617,
55735,RGI60-04.02618,
55736,RGI60-04.02619,
55737,RGI60-04.02620,
55738,RGI60-04.02621,
55739,RGI60-04.02622,
55740,RGI60-04.02623,
55741,RGI60-04.02624,
55742,RGI60-04.02625,
55743,RGI60-04.02626,
55744,RGI60-04.02627,
55745,RGI60-04.02628,
55746,RGI60-04.02629,
55747,RGI60-04.02630,
55748,RGI60-04.02631,
55749,RGI60-04.02632,
55750,RGI60-04.02633,
55751,RGI60-04.02634,
55752,RGI60-04.02635,
55753,RGI60-04.02636,
55754,RGI60-04.02637,
55755,RGI60-04.02638,
55756,RGI60-04.02639,
55757,RGI60-04.02640,
55758,RGI60-04.02641,
55759,RGI60-04.02642,
55760,RGI60-04.02643,
55761,RGI60-04.02644,
55762,RGI60-04.02645,
55763,RGI60-04.02646,
55764,RGI60-04.02647,
55765,RGI60-04.02648,
55766,RGI60-04.02649,
55767,RGI60-04.02650,
55768,RGI60-04.02651,
55769,RGI60-04.02652,
55770,RGI60-04.02653,
55771,RGI60-04.02654,
55772,RGI60-04.02655,
55773,RGI60-04.02656,
55774,RGI60-04.02657,
55775,RGI60-04.02658,
55776,RGI60-04.02659,
55777,RGI60-04.02660,
55778,RGI60-04.02661,
55779,RGI60-04.02662,
55780,RGI60-04.02663,
55781,RGI60-04.02664,
55782,RGI60-04.02665,
55783,RGI60-04.02666,
55784,RGI60-04.02667,
55785,RGI60-04.02668,
55786,RGI60-04.02669,
55787,RGI60-04.02670,
55788,RGI60-04.02671,
55789,RGI60-04.02672,
55790,RGI60-04.02673,
55791,RGI60-04.02674,
55792,RGI60-04.02675,
55793,RGI60-04.02676,
55794,RGI60-04.02677,
55795,RGI60-04.02678,
55796,RGI60-04.02679,
55797,RGI60-04.02680,
55798,RGI60-04.02681,
55799,RGI60-04.02682,
55800,RGI60-04.02683,
55801,RGI60-04.02684,
55802,RGI60-04.02685,
55803,RGI60-04.02686,
55804,RGI60-04.02687,
55805,RGI60-04.02688,
55806,RGI60-04.02689,
55807,RGI60-04.02690,
55808,RGI60-04.02691,
55809,RGI60-04.02692,
55810,RGI60-04.02693,
55811,RGI60-04.02694,
55812,RGI60-04.02695,
55813,RGI60-04.02696,
55814,RGI60-04.02697,
55815,RGI60-04.02698,
55816,RGI60-04.02699,
55817,RGI60-04.02700,
55818,RGI60-04.02701,
55819,RGI60-04.02702,
55820,RGI60-04.02703,
55821,RGI60-04.02704,
55822,RGI60-04.02705,
55823,RGI60-04.02706,
55824,RGI60-04.02707,
55825,RGI60-04.02708,
55826,RGI60-04.02709,
55827,RGI60-04.02710,
55828,RGI60-04.02711,
55829,RGI60-04.02712,
55830,RGI60-04.02713,
55831,RGI60-04.02714,
55832,RGI60-04.02715,
55833,RGI60-04.02716,
55834,RGI60-04.02717,
55835,RGI60-04.02718,
55836,RGI60-04.02719,
55837,RGI60-04.02720,
55838,RGI60-04.02721,
55839,RGI60-04.02722,
55840,RGI60-04.02723,
55841,RGI60-04.02724,
55842,RGI60-04.02725,
55843,RGI60-04.02726,
55844,RGI60-04.02727,
55845,RGI60-04.02728,
55846,RGI60-04.02729,
55847,RGI60-04.02730,
55848,RGI60-04.02731,
55849,RGI60-04.02732,
55850,RGI60-04.02733,
55851,RGI60-04.02734,
55852,RGI60-04.02735,
55853,RGI60-04.02736,
55854,RGI60-04.02737,
55855,RGI60-04.02738,
55856,RGI60-04.02739,
55857,RGI60-04.02740,
55858,RGI60-04.02741,
55859,RGI60-04.02742,
55860,RGI60-04.02743,
55861,RGI60-04.02744,
55862,RGI60-04.02745,
55863,RGI60-04.02746,
55864,RGI60-04.02747,
55865,RGI60-04.02748,
55866,RGI60-04.02749,
55867,RGI60-04.02750,
55868,RGI60-04.02751,
55869,RGI60-04.02752,
55870,RGI60-04.02753,
55871,RGI60-04.02754,
55872,RGI60-04.02755,
55873,RGI60-04.02756,
55874,RGI60-04.02757,
55875,RGI60-04.02758,
55876,RGI60-04.02759,
55877,RGI60-04.02760,
55878,RGI60-04.02761,
55879,RGI60-04.02762,
55880,RGI60-04.02763,
55881,RGI60-04.02764,
55882,RGI60-04.02765,
55883,RGI60-04.02766,
55884,RGI60-04.02767,
55885,RGI60-04.02768,
55886,RGI60-04.02769,
55887,RGI60-04.02770,
55888,RGI60-04.02771,
55889,RGI60-04.02772,
55890,RGI60-04.02773,
55891,RGI60-04.02774,
55892,RGI60-04.02775,
55893,RGI60-04.02776,
55894,RGI60-04.02777,
55895,RGI60-04.02778,
55896,RGI60-04.02779,
55897,RGI60-04.02780,
55898,RGI60-04.02781,
55899,RGI60-04.02782,
55900,RGI60-04.02783,
55901,RGI60-04.02784,
55902,RGI60-04.02785,
55903,RGI60-04.02786,
55904,RGI60-04.02787,
55905,RGI60-04.02788,
55906,RGI60-04.02789,
55907,RGI60-04.02790,
55908,RGI60-04.02791,
55909,RGI60-04.02792,
55910,RGI60-04.02793,
55911,RGI60-04.02794,
55912,RGI60-04.02795,
55913,RGI60-04.02796,
55914,RGI60-04.02797,
55915,RGI60-04.02798,
55916,RGI60-04.02799,
55917,RGI60-04.02800,
55918,RGI60-04.02801,
55919,RGI60-04.02802,
55920,RGI60-04.02803,
55921,RGI60-04.02804,
55922,RGI60-04.02805,
55923,RGI60-04.02806,
55924,RGI60-04.02807,
55925,RGI60-04.02808,
55926,RGI60-04.02809,
55927,RGI60-04.02810,
55928,RGI60-04.02811,
55929,RGI60-04.02812,
55930,RGI60-04.02813,
55931,RGI60-04.02814,
55932,RGI60-04.02815,
55933,RGI60-04.02816,
55934,RGI60-04.02817,
55935,RGI60-04.02818,
55936,RGI60-04.02819,
55937,RGI60-04.02820,
55938,RGI60-04.02821,
55939,RGI60-04.02822,
55940,RGI60-04.02823,
55941,RGI60-04.02824,
55942,RGI60-04.02825,
55943,RGI60-04.02826,
55944,RGI60-04.02827,
55945,RGI60-04.02828,
55946,RGI60-04.02829,
55947,RGI60-04.02830,
55948,RGI60-04.02831,
55949,RGI60-04.02832,
55950,RGI60-04.02833,
55951,RGI60-04.02834,
55952,RGI60-04.02835,
55953,RGI60-04.02836,
55954,RGI60-04.02837,
55955,RGI60-04.02838,
55956,RGI60-04.02839,
55957,RGI60-04.02840,
55958,RGI60-04.02841,
55959,RGI60-04.02842,
55960,RGI60-04.02843,
55961,RGI60-04.02844,
55962,RGI60-04.02845,
55963,RGI60-04.02846,
55964,RGI60-04.02847,
55965,RGI60-04.02848,
55966,RGI60-04.02849,
55967,RGI60-04.02850,
55968,RGI60-04.02851,
55969,RGI60-04.02852,
55970,RGI60-04.02853,
55971,RGI60-04.02854,
55972,RGI60-04.02855,
55973,RGI60-04.02856,
55974,RGI60-04.02857,
55975,RGI60-04.02858,
55976,RGI60-04.02859,
55977,RGI60-04.02860,
55978,RGI60-04.02861,
55979,RGI60-04.02862,
55980,RGI60-04.02863,
55981,RGI60-04.02864,
55982,RGI60-04.02865,
55983,RGI60-04.02866,
55984,RGI60-04.02867,
55985,RGI60-04.02868,
55986,RGI60-04.02869,
55987,RGI60-04.02870,
55988,RGI60-04.02871,
55989,RGI60-04.02872,
55990,RGI60-04.02873,
55991,RGI60-04.02874,
55992,RGI60-04.02875,
55993,RGI60-04.02876,
55994,RGI60-04.02877,
55995,RGI60-04.02878,
55996,RGI60-04.02879,
55997,RGI60-04.02880,
55998,RGI60-04.02881,
55999,RGI60-04.02882,
56000,RGI60-04.02883,
56001,RGI60-04.02884,
56002,RGI60-04.02885,
56003,RGI60-04.02886,
56004,RGI60-04.02887,
56005,RGI60-04.02888,
56006,RGI60-04.02889,
56007,RGI60-04.02890,
56008,RGI60-04.02891,
56009,RGI60-04.02892,
56010,RGI60-04.02893,
56011,RGI60-04.02894,
56012,RGI60-04.02895,
56013,RGI60-04.02896,
56014,RGI60-04.02897,
56015,RGI60-04.02898,
56016,RGI60-04.02899,
56017,RGI60-04.02900,
56018,RGI60-04.02901,
56019,RGI60-04.02902,
56020,RGI60-04.02903,
56021,RGI60-04.02904,
56022,RGI60-04.02905,
56023,RGI60-04.02906,
56024,RGI60-04.02907,
56025,RGI60-04.02908,
56026,RGI60-04.02909,
56027,RGI60-04.02910,
56028,RGI60-04.02911,
56029,RGI60-04.02912,
56030,RGI60-04.02913,
56031,RGI60-04.02914,
56032,RGI60-04.02915,
56033,RGI60-04.02916,
